id,inegi,fecha_de_inicio_de_reporte_en_la_cbpcdmx,fuente_de_reporte,origen_de_la_noticia,sexo,edad,lugar_de_nacimiento,nacionalidad,escolaridad,estado_civil,parentesco_reportante,fecha_de_desaparicion,year_desaparicion,cve_ent_desp,entidad_de_desaparicion,cv_mun_desp,municipio_alcadia_de_la_desaparicion,colonia_de_la_desaparicion,circunstancias_de_la_desaparicion,estatus_de_localizacion,condicion_localizacion,fecha_de_localizacion,year_localizacion,estado_de_salud,constancia_de_localizacion,municipio_alcaldia_de_la_localizacion,tipo_de_lugar_de_la_localizacion,motivo_referido_de_desaparicion
1116,09015,2020-10-23,noticia,NA,hombre,59,NA,NA,NA,NA,NA,2014-11-29,2014,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1117,09002,2020-10-23,noticia,NA,mujer,27,NA,NA,secundaria,NA,NA,2020-10-18,2020,09,ciudad de méxico,002,azcapotzalco,NA,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1118,"NANA",2020-10-21,noticia,NA,hombre,75,NA,NA,NA,NA,NA,2005-10-31,2005,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1119,"NANA",2020-10-21,noticia,NA,hombre,58,NA,NA,NA,NA,NA,2005-10-31,2005,NA,NA,NA,NA,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1120,09010,2020-10-21,noticia,NA,mujer,39,NA,NA,NA,NA,NA,2020-08-25,2020,09,ciudad de méxico,010,álvaro obregón,NA,se le privo de la libertad por una corporacion de seguridad,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1121,09012,2020-10-21,noticia,NA,hombre,24,NA,NA,NA,NA,NA,2020-08-25,2020,09,ciudad de méxico,012,tlalpan,NA,se le privo de la libertad por una corporacion de seguridad,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1122,09015,2020-10-19,noticia,NA,mujer,23,NA,NA,secundaria,NA,NA,2020-10-17,2020,09,ciudad de méxico,015,cuauhtémoc,NA,ultimo contacto via telefonica,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1123,09005,2020-10-19,noticia,NA,hombre,35,NA,NA,preparatoria,NA,NA,2020-10-16,2020,09,ciudad de méxico,005,gustavo a. madero,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,2020-10-17,2020,NA,NA,NA,en un lugar publico,NA
1124,09012,2020-10-19,noticia,NA,hombre,36,NA,NA,preparatoria,NA,NA,2020-10-18,2020,09,ciudad de méxico,012,tlalpan,NA,ultimo contacto via telefonica,localizado,con vida,2020-10-18,2020,NA,NA,NA,NA,NA
1125,"NANA",2020-10-19,reporte,NA,hombre,23,NA,NA,secundaria,NA,NA,2020-03-25,2020,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1126,09015,2020-10-19,reporte,NA,hombre,21,NA,NA,NA,NA,NA,2001-03-07,2001,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1127,09010,2020-10-19,noticia,NA,hombre,9,NA,NA,primaria,NA,NA,2020-10-17,2020,09,ciudad de méxico,010,álvaro obregón,NA,se le vio en el domicilio de un familiar o conocido,localizado,con vida,2020-10-19,2020,NA,NA,NA,NA,NA
1128,09015,2020-10-17,noticia,NA,hombre,19,NA,NA,NA,NA,NA,2020-10-15,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,localizado,con vida,2020-10-18,2020,NA,NA,NA,NA,NA
1129,09007,2020-10-16,noticia,NA,mujer,57,NA,NA,secundaria,NA,NA,2020-10-15,2020,09,ciudad de méxico,007,iztapalapa,NA,se trasladaba a su domicilio,localizado,con vida,2020-10-16,2020,NA,NA,NA,en centro de salud u hospital,NA
1130,09007,2020-10-15,noticia,NA,hombre,29,NA,NA,secundaria,NA,NA,2020-09-18,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-24,2020,NA,NA,NA,en un centro de detención,NA
1131,09003,2020-10-14,reporte,NA,mujer,24,NA,NA,licenciatura,NA,NA,2020-10-09,2020,09,ciudad de méxico,003,coyoacán,NA,se trasladaba a su domicilio,localizado,con vida,2020-10-21,2020,NA,NA,NA,NA,NA
1132,09011,2020-10-14,noticia,NA,mujer,13,NA,NA,primaria,NA,NA,2020-10-14,2020,09,ciudad de méxico,011,tláhuac,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-16,2020,NA,NA,NA,NA,NA
1133,09011,2020-10-14,noticia,NA,mujer,11,NA,NA,primaria,NA,NA,2020-10-14,2020,09,ciudad de méxico,011,tláhuac,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-16,2020,NA,NA,NA,NA,NA
1134,09013,2020-10-14,noticia,redes sociales y reportes telefónicos,hombre,73,NA,mexicana,secundaria,NA,familiar,2020-09-16,2020,09,ciudad de méxico,013,xochimilco,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1135,09012,2020-10-14,noticia,NA,mujer,51,NA,NA,licenciatura,NA,NA,2020-10-03,2020,09,ciudad de méxico,012,tlalpan,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2020-10-25,2020,NA,NA,NA,en fosa clandestina,NA
1136,09002,2020-10-14,noticia,NA,mujer,51,NA,NA,primaria,NA,NA,2020-10-11,2020,09,ciudad de méxico,002,azcapotzalco,NA,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1137,"NANA",2020-10-13,noticia,NA,hombre,33,NA,NA,secundaria,NA,NA,2020-09-22,2020,NA,NA,NA,NA,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1138,09003,2020-10-13,noticia,NA,mujer,15,NA,NA,preparatoria,NA,NA,2020-10-06,2020,09,ciudad de méxico,003,coyoacán,NA,se encontraba en su trabajo,localizado,con vida,2020-10-15,2020,NA,NA,NA,agencia del ministerio público,NA
1139,15051,2020-10-13,noticia,NA,hombre,44,NA,NA,licenciatura,NA,NA,2020-10-12,2020,15,méxico,051,lerma,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-13,2020,NA,NA,NA,NA,NA
1140,09007,2020-10-13,noticia,NA,hombre,14,NA,NA,secundaria,NA,NA,2020-10-11,2020,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,2020-10-13,2020,NA,NA,NA,NA,NA
1141,09010,2020-10-12,reporte,NA,mujer,13,NA,NA,secundaria,NA,NA,2020-10-12,2020,09,ciudad de méxico,010,álvaro obregón,NA,NA,localizado,con vida,2020-10-13,2020,NA,NA,NA,NA,NA
1142,09008,2020-10-12,noticia,NA,hombre,80,NA,NA,primaria,NA,NA,2020-10-12,2020,09,ciudad de méxico,008,la magdalena contreras,NA,se desconoce,localizado,con vida,2020-10-12,2020,NA,NA,NA,en un lugar publico,NA
1143,09012,2020-10-11,noticia,NA,hombre,68,NA,NA,otra,NA,NA,2020-10-10,2020,09,ciudad de méxico,012,tlalpan,NA,se desconoce,localizado,con vida,2020-10-12,2020,NA,NA,NA,NA,NA
1144,09014,2020-10-11,noticia,NA,hombre,19,NA,NA,primaria,NA,NA,2020-10-10,2020,09,ciudad de méxico,014,benito juárez,NA,se trasladaba a su domicilio,localizado,con vida,2020-10-11,2020,NA,NA,NA,NA,NA
1145,09007,2020-10-10,noticia,NA,hombre,23,NA,NA,secundaria,NA,NA,2020-10-08,2020,09,ciudad de méxico,007,iztapalapa,NA,iba rumbo a su trabajo,localizado,con vida,2020-10-10,2020,NA,NA,NA,en un centro de detención,NA
1146,09015,2020-10-10,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2020-10-09,2020,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-12,2020,NA,NA,NA,NA,NA
1147,09007,2020-10-09,noticia,NA,hombre,26,NA,NA,NA,NA,NA,2020-09-20,2020,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1148,09003,2020-10-09,noticia,NA,hombre,22,NA,NA,NA,NA,NA,2020-09-22,2020,09,ciudad de méxico,003,coyoacán,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-12-01,2020,NA,NA,NA,en un centro de detención,NA
1149,09014,2020-10-09,noticia,NA,hombre,49,NA,NA,NA,NA,NA,2020-09-04,2020,09,ciudad de méxico,014,benito juárez,NA,se trasladaba de una ciudad a otra,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1150,09010,2020-10-09,noticia,NA,mujer,26,NA,NA,NA,NA,NA,2020-10-05,2020,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,localizado,sin vida,2020-10-26,2020,NA,NA,NA,NA,NA
1151,09007,2020-10-09,noticia,NA,mujer,21,NA,NA,licenciatura,NA,NA,2020-10-03,2020,09,ciudad de méxico,007,iztapalapa,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,2020-10-10,2020,NA,NA,NA,en casa de amigo o familiar,NA
1152,09011,2020-10-09,noticia,NA,mujer,13,NA,NA,secundaria,NA,NA,2020-09-26,2020,09,ciudad de méxico,011,tláhuac,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1153,09008,2020-10-09,noticia,NA,hombre,20,NA,NA,NA,NA,NA,2020-10-06,2020,09,ciudad de méxico,008,la magdalena contreras,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2020-10-18,2020,NA,NA,NA,en fosa clandestina,NA
1154,09005,2020-10-09,noticia,NA,mujer,42,NA,NA,secundaria,NA,NA,2020-10-04,2020,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1155,09005,2020-10-09,noticia,NA,hombre,9,NA,NA,NA,NA,NA,2020-09-20,2020,09,ciudad de méxico,005,gustavo a. madero,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1156,09008,2020-10-07,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2020-08-06,2020,09,ciudad de méxico,008,la magdalena contreras,NA,NA,localizado,con vida,2021-01-14,2021,NA,NA,NA,NA,NA
1157,09008,2020-10-07,noticia,NA,mujer,1,NA,NA,NA,NA,NA,2020-08-24,2020,09,ciudad de méxico,008,la magdalena contreras,NA,NA,localizado,con vida,2021-01-14,2021,NA,NA,NA,NA,NA
1158,09011,2020-10-07,noticia,NA,mujer,35,NA,NA,preparatoria,NA,NA,2020-09-25,2020,09,ciudad de méxico,011,tláhuac,NA,se le vio en el domicilio de un familiar o conocido,localizado,sin vida,2020-12-07,2020,NA,NA,NA,NA,NA
1159,09015,2020-10-07,noticia,NA,hombre,24,NA,NA,secundaria,NA,NA,2020-10-02,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1160,"NANA",2020-10-07,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2009-10-29,2009,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1161,"NANA",2020-10-07,noticia,NA,hombre,37,NA,NA,NA,NA,NA,2009-10-29,2009,NA,NA,NA,NA,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1162,09012,2020-10-06,noticia,NA,hombre,2,NA,NA,NA,NA,NA,2020-10-03,2020,09,ciudad de méxico,012,tlalpan,NA,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1163,09012,2020-10-06,noticia,NA,mujer,32,NA,NA,NA,NA,NA,2020-10-03,2020,09,ciudad de méxico,012,tlalpan,NA,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1164,09003,2020-10-05,noticia,NA,mujer,17,NA,NA,secundaria,NA,NA,2020-10-05,2020,09,ciudad de méxico,003,coyoacán,NA,se desconoce,localizado,con vida,2020-10-05,2020,NA,NA,NA,domicilio de la persona,NA
1165,09012,2020-10-05,noticia,NA,hombre,33,NA,NA,secundaria,NA,NA,2020-10-03,2020,09,ciudad de méxico,012,tlalpan,NA,ultimo contacto via telefonica,localizado,con vida,2020-10-04,2020,NA,NA,NA,NA,NA
1166,09003,2020-10-05,noticia,NA,mujer,25,NA,NA,preparatoria,NA,NA,2020-10-03,2020,09,ciudad de méxico,003,coyoacán,NA,se trasladaba a su domicilio,localizado,con vida,2020-10-05,2020,NA,NA,NA,NA,NA
1167,09004,2020-10-04,reporte,NA,mujer,18,NA,NA,NA,NA,NA,2020-10-02,2020,09,ciudad de méxico,004,cuajimalpa de morelos,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-11,2020,NA,NA,NA,NA,NA
1168,09011,2020-10-02,noticia,NA,hombre,32,NA,NA,preparatoria,NA,NA,2020-09-29,2020,09,ciudad de méxico,011,tláhuac,NA,NA,localizado,con vida,2020-10-02,2020,NA,NA,NA,domicilio de la persona,NA
1169,09007,2020-10-01,noticia,NA,mujer,19,NA,NA,preparatoria,NA,NA,2020-09-30,2020,09,ciudad de méxico,007,iztapalapa,NA,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1170,09012,2020-09-30,noticia,NA,hombre,19,NA,NA,NA,NA,NA,2020-09-30,2020,09,ciudad de méxico,012,tlalpan,NA,se desconoce,localizado,con vida,2020-09-30,2020,NA,NA,NA,en un lugar publico,NA
1171,09013,2020-09-30,noticia,NA,mujer,18,NA,NA,preparatoria,NA,NA,2020-09-25,2020,09,ciudad de méxico,013,xochimilco,NA,se desconoce,localizado,con vida,2020-09-30,2020,NA,NA,NA,domicilio de la persona,NA
1172,09003,2020-09-29,noticia,NA,hombre,48,NA,NA,NA,NA,NA,2020-09-26,2020,09,ciudad de méxico,003,coyoacán,NA,se vio en su domicilio,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1173,"NANA",2020-09-29,noticia,NA,mujer,64,NA,NA,NA,NA,NA,2020-03-27,2020,NA,NA,NA,NA,NA,ultimo contacto via telefonica,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1174,09015,2020-09-29,noticia,NA,mujer,15,NA,NA,NA,NA,NA,2020-09-28,2020,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-29,2020,NA,NA,NA,en un lugar publico,NA
1175,09015,2020-09-29,noticia,NA,hombre,32,NA,NA,NA,NA,NA,2020-08-21,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1176,09003,2020-09-28,noticia,NA,hombre,54,NA,NA,NA,NA,NA,2020-09-28,2020,09,ciudad de méxico,003,coyoacán,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-29,2020,NA,NA,NA,NA,NA
1177,09010,2020-09-28,noticia,NA,mujer,32,NA,NA,NA,NA,NA,2020-09-25,2020,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1178,09012,2020-09-28,noticia,NA,mujer,22,NA,NA,NA,NA,NA,2020-09-27,2020,09,ciudad de méxico,012,tlalpan,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-28,2020,NA,NA,NA,NA,NA
1179,09017,2020-09-27,noticia,NA,hombre,18,NA,NA,preparatoria,NA,NA,2019-09-25,2019,09,ciudad de méxico,017,venustiano carranza,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-27,2020,NA,NA,NA,en casa de amigo o familiar,NA
1180,09013,2020-09-27,noticia,NA,hombre,25,NA,NA,NA,NA,NA,2020-09-24,2020,09,ciudad de méxico,013,xochimilco,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1181,09014,2020-09-27,noticia,NA,mujer,32,NA,NA,posgrado,NA,NA,2020-09-26,2020,09,ciudad de méxico,014,benito juárez,NA,se vio en su domicilio,localizado,con vida,2020-09-28,2020,NA,NA,NA,NA,NA
1182,09007,2020-09-26,noticia,NA,mujer,37,NA,NA,secundaria,NA,NA,2020-08-05,2020,09,ciudad de méxico,007,iztapalapa,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1183,09017,2020-09-26,noticia,NA,hombre,86,NA,NA,NA,NA,NA,1966-10-09,1966,09,ciudad de méxico,017,venustiano carranza,NA,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1184,09005,2020-09-26,noticia,NA,mujer,25,NA,NA,licenciatura,NA,NA,2020-09-25,2020,09,ciudad de méxico,005,gustavo a. madero,NA,ultimo contacto via telefonica,localizado,con vida,2020-09-27,2020,NA,NA,NA,en un centro de adicciones,NA
1185,09010,2020-09-25,noticia,portal CNB,hombre,27,NA,s/d,NA,NA,NA,2020-09-20,2020,09,ciudad de méxico,010,álvaro obregón,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1186,09010,2020-09-25,noticia,portal CNB,hombre,36,NA,s/d,NA,NA,NA,2020-09-20,2020,09,ciudad de méxico,010,álvaro obregón,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1187,09012,2020-09-25,noticia,NA,hombre,46,NA,NA,NA,NA,NA,2012-05-21,2012,09,ciudad de méxico,012,tlalpan,NA,se le privo de la libertad en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1188,"NANA",2020-09-25,noticia,NA,hombre,55,NA,NA,NA,NA,NA,2015-12-15,2015,NA,NA,NA,NA,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1189,"NANA",2020-09-25,noticia,NA,hombre,22,NA,NA,NA,NA,NA,2019-07-27,2019,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1190,09005,2020-09-25,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2020-09-14,2020,09,ciudad de méxico,005,gustavo a. madero,NA,se trasladaba de una ciudad a otra,localizado,con vida,2020-09-28,2020,NA,NA,NA,en un lugar publico,NA
1191,09007,2020-09-25,noticia,NA,hombre,28,NA,NA,otra,NA,NA,2020-09-23,2020,09,ciudad de méxico,007,iztapalapa,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,2020-09-28,2020,NA,NA,NA,NA,NA
1192,09007,2020-09-25,noticia,NA,mujer,12,NA,NA,NA,NA,NA,2020-09-19,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-24,2020,NA,NA,NA,NA,NA
1193,09005,2020-09-24,noticia,NA,mujer,13,NA,NA,NA,NA,NA,2020-09-20,2020,09,ciudad de méxico,005,gustavo a. madero,NA,NA,localizado,con vida,2020-09-27,2020,NA,NA,NA,domicilio de la persona,NA
1194,09012,2020-09-24,noticia,NA,mujer,26,NA,NA,NA,NA,NA,2020-09-22,2020,09,ciudad de méxico,012,tlalpan,NA,ultimo contacto via telefonica,localizado,con vida,2020-09-23,2020,NA,NA,NA,domicilio de la persona,NA
1195,09002,2020-09-23,noticia,NA,mujer,15,NA,NA,primaria,NA,NA,2020-09-12,2020,09,ciudad de méxico,002,azcapotzalco,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1196,09005,2020-09-23,noticia,NA,hombre,16,NA,NA,secundaria,NA,NA,2020-09-05,2020,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1197,30131,2020-09-23,noticia,NA,hombre,24,NA,NA,NA,NA,NA,2020-04-07,2020,30,veracruz de ignacio de la llave,131,poza rica de hidalgo,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1198,09013,2020-09-22,noticia,NA,hombre,15,NA,NA,secundaria,NA,NA,2020-09-19,2020,09,ciudad de méxico,013,xochimilco,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1199,09011,2020-09-22,noticia,NA,mujer,NA,NA,NA,NA,NA,NA,2020-09-17,2020,09,ciudad de méxico,011,tláhuac,NA,se le privo de la libertad por una corporacion de seguridad,localizado,con vida,2020-09-22,2020,NA,NA,NA,NA,NA
1200,09011,2020-09-22,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2020-09-17,2020,09,ciudad de méxico,011,tláhuac,NA,se le privo de la libertad por una corporacion de seguridad,localizado,con vida,2020-09-22,2020,NA,NA,NA,en un centro de detención,NA
1201,09011,2020-09-22,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2020-09-17,2020,09,ciudad de méxico,011,tláhuac,NA,se le privo de la libertad por una corporacion de seguridad,localizado,con vida,2020-09-22,2020,NA,NA,NA,NA,NA
1202,09011,2020-09-22,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2020-09-17,2020,09,ciudad de méxico,011,tláhuac,NA,se le privo de la libertad por una corporacion de seguridad,localizado,con vida,2020-09-22,2020,NA,NA,NA,en un centro de detención,NA
1203,09011,2020-09-22,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2020-09-17,2020,09,ciudad de méxico,011,tláhuac,NA,se le privo de la libertad por una corporacion de seguridad,localizado,con vida,2020-09-22,2020,NA,NA,NA,NA,NA
1204,09012,2020-09-22,noticia,NA,mujer,19,NA,NA,preparatoria,NA,NA,2020-09-20,2020,09,ciudad de méxico,012,tlalpan,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1205,09007,2020-09-21,noticia,NA,hombre,47,NA,NA,preparatoria,NA,NA,2020-09-15,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-16,2020,NA,NA,NA,domicilio de la persona,NA
1206,09007,2020-09-21,noticia,NA,mujer,15,NA,NA,secundaria,NA,NA,2020-09-07,2020,09,ciudad de méxico,007,iztapalapa,NA,se vio en su domicilio,localizado,con vida,2020-09-19,2020,NA,NA,NA,NA,NA
1207,09007,2020-09-21,noticia,NA,hombre,32,NA,NA,primaria,NA,NA,2020-09-19,2020,09,ciudad de méxico,007,iztapalapa,NA,se trasladaba a su domicilio,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1208,"NANA",2020-09-21,noticia,NA,hombre,52,NA,NA,NA,NA,NA,2011-08-30,2011,NA,NA,NA,NA,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1209,"NANA",2020-09-21,noticia,NA,hombre,53,NA,NA,NA,NA,NA,2011-08-02,2011,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1210,09007,2020-09-20,noticia,NA,mujer,14,NA,NA,NA,NA,NA,2020-09-18,2020,09,ciudad de méxico,007,iztapalapa,NA,NA,localizado,con vida,2020-09-21,2020,NA,NA,NA,NA,NA
1211,09013,2020-09-19,noticia,NA,hombre,30,NA,NA,profesional tecnico,NA,NA,2020-09-12,2020,09,ciudad de méxico,013,xochimilco,NA,se trasladaba a su domicilio,localizado,sin vida,NA,NA,NA,NA,NA,NA,NA
1212,09015,2020-09-19,noticia,NA,mujer,50,NA,NA,NA,NA,NA,2020-09-15,2020,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-20,2020,NA,NA,NA,en casa de amigo o familiar,NA
1213,09013,2020-09-18,noticia,NA,mujer,18,NA,NA,secundaria,NA,NA,2020-09-17,2020,09,ciudad de méxico,013,xochimilco,NA,NA,localizado,sin vida,2020-09-21,2020,NA,NA,NA,NA,NA
1214,09007,2020-09-18,noticia,NA,hombre,40,NA,NA,NA,NA,NA,2020-09-11,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1215,09014,2020-09-18,noticia,NA,hombre,85,NA,NA,NA,NA,NA,2020-09-12,2020,09,ciudad de méxico,014,benito juárez,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1216,"NANA",2020-09-18,noticia,NA,hombre,NA,NA,NA,NA,NA,NA,2020-09-17,2020,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1217,"NANA",2020-09-18,noticia,NA,hombre,64,NA,NA,NA,NA,NA,2014-07-17,2014,NA,NA,NA,NA,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1218,"NANA",2020-09-18,noticia,NA,hombre,47,NA,NA,NA,NA,NA,2018-05-21,2018,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1219,"NANA",2020-09-18,noticia,NA,hombre,52,NA,NA,NA,NA,NA,2009-10-17,2009,NA,NA,NA,NA,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1220,09007,2020-09-18,reporte,NA,mujer,38,NA,NA,NA,NA,NA,2020-08-13,2020,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,2020-09-21,2020,NA,NA,NA,domicilio de la persona,NA
1221,"NANA",2020-09-17,reporte,NA,hombre,21,NA,NA,NA,NA,NA,2020-09-13,2020,NA,NA,NA,NA,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1222,09005,2020-09-17,reporte,NA,hombre,52,NA,NA,NA,NA,NA,2020-09-16,2020,09,ciudad de méxico,005,gustavo a. madero,NA,se le privo de la libertad por una corporacion de seguridad,localizado,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1223,09011,2020-09-15,noticia,NA,hombre,17,NA,NA,secundaria,NA,NA,2020-09-14,2020,09,ciudad de méxico,011,tláhuac,NA,se trasladaba a su domicilio,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1224,09011,2020-09-15,noticia,NA,mujer,15,NA,NA,secundaria,NA,NA,2020-09-14,2020,09,ciudad de méxico,011,tláhuac,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-16,2020,NA,NA,NA,NA,NA
1225,09007,2020-09-15,noticia,NA,hombre,35,NA,NA,secundaria,NA,NA,2020-09-02,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
